path,lines,branch_tokens,awt_swing
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2025/shared/StepInitSelecting.java,602,105,False
ffb-client-logic/src/main/java/com/fumbbl/ffb/client/net/ClientCommunication.java,597,24,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2025/shared/StepApothecary.java,587,72,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2025/mutliblock/StepBlockRollMultiple.java,582,50,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2016/StepCatchScatterThrowIn.java,559,79,False
ffb-client-logic/src/main/java/com/fumbbl/ffb/client/dialog/inducements/AbstractBuyInducementsDialog.java,552,62,True
ffb-client-logic/src/main/java/com/fumbbl/ffb/client/ui/TurnDiceStatusComponent.java,544,59,True
ffb-common/src/main/java/com/fumbbl/ffb/model/Team.java,538,38,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2025/shared/StepEndSelecting.java,536,87,False
ffb-common/src/main/java/com/fumbbl/ffb/model/TeamResult.java,532,41,False
ffb-client-logic/src/main/java/com/fumbbl/ffb/client/FieldComponent.java,517,59,True
ffb-common/src/main/java/com/fumbbl/ffb/model/TurnData.java,517,29,False
ffb-server/src/main/java/com/fumbbl/ffb/server/GameState.java,517,37,False
ffb-client/src/main/java/com/fumbbl/ffb/client/state/ClientStateAwt.java,514,43,True
ffb-common/src/main/java/com/fumbbl/ffb/model/PlayerResult.java,514,29,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2020/shared/StepInitSelecting.java,514,93,False
ffb-client-logic/src/main/java/com/fumbbl/ffb/client/PlayerIconFactory.java,507,85,True
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2025/block/StepEndBlocking.java,506,69,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2020/block/StepEndBlocking.java,502,69,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2020/move/StepMoveDodge.java,492,71,False
ffb-server/src/main/java/com/fumbbl/ffb/server/FantasyFootballServer.java,489,27,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2020/multiblock/StepApothecaryMultiple.java,485,50,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2020/multiblock/StepBlockRollMultiple.java,484,48,False
ffb-common/src/main/java/com/fumbbl/ffb/model/Player.java,483,14,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2020/move/StepEndSelecting.java,477,80,False
ffb-client-logic/src/main/java/com/fumbbl/ffb/client/state/logic/MoveLogicModule.java,474,88,False
ffb-common/src/main/java/com/fumbbl/ffb/factory/GameOptionFactory.java,467,185,False
ffb-client-logic/src/main/java/com/fumbbl/ffb/client/UserInterface.java,463,17,True
ffb-common/src/main/java/com/fumbbl/ffb/model/InducementSet.java,458,49,False
ffb-server/src/main/java/com/fumbbl/ffb/server/DebugLog.java,451,54,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2025/block/StepBlockRoll.java,450,57,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2025/move/StepInitMoving.java,448,76,False
ffb-server/src/main/java/com/fumbbl/ffb/server/request/fumbbl/FumbblResult.java,442,53,False
ffb-common/src/main/java/com/fumbbl/ffb/injury/context/InjuryContext.java,441,12,False
ffb-client-logic/src/main/java/com/fumbbl/ffb/client/dialog/DialogReRollBlockForTargetsProperties.java,432,37,True
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2025/move/StepJump.java,426,53,False
ffb-server/src/main/java/com/fumbbl/ffb/server/mechanic/bb2020/RollMechanic.java,425,48,False
ffb-client-logic/src/main/java/com/fumbbl/ffb/client/dialog/DialogGameStatistics.java,418,6,True
ffb-client-logic/src/main/java/com/fumbbl/ffb/client/ui/ScoreBarComponent.java,418,35,True
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2025/ttm/StepInitScatterPlayer.java,418,54,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2016/start/StepBuyInducements.java,416,42,False
ffb-common/src/main/java/com/fumbbl/ffb/model/ZappedPlayer.java,415,3,False
ffb-server/src/main/java/com/fumbbl/ffb/server/util/UtilServerInjury.java,415,55,False
ffb-client/src/main/java/com/fumbbl/ffb/client/overlay/PathSketchOverlay.java,407,46,True
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2020/block/StepBlockRoll.java,407,49,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2020/move/StepInitMoving.java,403,70,False
ffb-server/src/main/java/com/fumbbl/ffb/server/GameCache.java,402,45,False
ffb-client-logic/src/main/java/com/fumbbl/ffb/client/ui/menu/game/ReplayMenu.java,400,30,True
ffb-common/src/main/java/com/fumbbl/ffb/PlayerState.java,398,52,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2020/StepApothecary.java,398,58,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2025/move/StepEndMoving.java,394,64,False
ffb-client-logic/src/main/java/com/fumbbl/ffb/client/ReplayControl.java,392,31,True
ffb-server/src/main/java/com/fumbbl/ffb/server/mechanic/bb2016/RollMechanic.java,392,59,False
ffb-common/src/main/java/com/fumbbl/ffb/IIconProperty.java,391,0,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2020/move/StepJump.java,390,49,False
ffb-client-logic/src/main/java/com/fumbbl/ffb/client/state/logic/bb2025/SelectLogicModule.java,389,86,False
ffb-client-logic/src/main/java/com/fumbbl/ffb/client/state/ClientStateFactory.java,383,113,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2025/pass/StepPass.java,383,52,False
ffb-common/src/main/java/com/fumbbl/ffb/model/Roster.java,382,28,False
ffb-common/src/main/java/com/fumbbl/ffb/model/skill/Skill.java,376,9,False
ffb-client-logic/src/main/java/com/fumbbl/ffb/client/dialog/DialogReRollProperties.java,368,54,True
ffb-client-logic/src/main/java/com/fumbbl/ffb/client/ui/BoxComponent.java,368,49,True
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2016/StepApothecary.java,365,53,False
ffb-server/src/main/java/com/fumbbl/ffb/server/skillbehaviour/bb2025/AnimalSavageryBehaviour.java,355,48,False
ffb-common/src/main/java/com/fumbbl/ffb/PlayerChoiceMode.java,354,137,False
ffb-client-logic/src/main/java/com/fumbbl/ffb/client/dialog/inducements/DialogBuyCardsAndInducements.java,348,8,True
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2020/pass/StepPass.java,348,46,False
ffb-server/src/main/java/com/fumbbl/ffb/server/skillbehaviour/bb2020/AnimalSavageryBehaviour.java,345,62,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2016/move/StepInitSelecting.java,342,59,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2016/pass/StepPassBlock.java,341,46,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2020/StepRaidingParty.java,341,32,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2025/StepRaidingParty.java,341,32,False
ffb-client/src/main/java/com/fumbbl/ffb/client/state/bb2025/ClientStateSelect.java,340,44,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2016/move/StepInitMoving.java,340,58,False
ffb-common/src/main/java/com/fumbbl/ffb/net/NetCommandId.java,339,125,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2016/move/StepEndSelecting.java,339,55,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2025/StepPlaceCarriedPlayer.java,339,25,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/AbstractStep.java,338,39,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/mixed/pass/StepPassBlock.java,337,43,False
ffb-client/src/main/java/com/fumbbl/ffb/client/state/AbstractClientStateMove.java,336,44,False
ffb-client-logic/src/main/java/com/fumbbl/ffb/client/handler/ClientCommandHandlerModelSync.java,335,65,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2020/ttm/StepInitScatterPlayer.java,335,48,False
ffb-client-logic/src/main/java/com/fumbbl/ffb/client/ui/ResourceComponent.java,331,23,True
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2025/kickoff/StepDwarfenWisdom.java,331,36,False
ffb-client-logic/src/main/java/com/fumbbl/ffb/client/FantasyFootballClient.java,327,13,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2025/pass/StepEndPassing.java,327,34,False
ffb-client-logic/src/main/java/com/fumbbl/ffb/client/state/logic/mixed/SelectLogicModule.java,326,68,False
ffb-server/src/main/java/com/fumbbl/ffb/server/util/UtilServerStartGame.java,325,28,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2025/shared/StepSteadyFooting.java,323,45,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2016/pass/StepPass.java,322,37,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2020/pass/StepEndPassing.java,321,33,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2020/move/StepEndMoving.java,317,57,False
ffb-common/src/main/java/com/fumbbl/ffb/report/mixed/ReportInjury.java,316,12,False
ffb-server/src/main/java/com/fumbbl/ffb/server/admin/GameStateServlet.java,316,25,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2025/StepSelectBlitzTarget.java,314,38,False
ffb-common/src/main/java/com/fumbbl/ffb/util/pathfinding/PathFinderWithPassBlockSupport.java,312,36,False
ffb-client-logic/src/main/java/com/fumbbl/ffb/client/state/logic/ReplayLogicModule.java,310,31,False
ffb-server/src/main/java/com/fumbbl/ffb/server/util/UtilServerPlayerMove.java,309,42,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2025/move/StepGoForIt.java,307,36,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2016/move/StepMoveDodge.java,306,39,False
ffb-client/src/main/java/com/fumbbl/ffb/client/FantasyFootballClientAwt.java,304,13,True
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2020/StepSelectBlitzTarget.java,303,36,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2025/move/StepPickUp.java,303,36,False
ffb-server/src/main/java/com/fumbbl/ffb/server/DiceRoller.java,302,12,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2020/move/StepGoForIt.java,302,36,False
ffb-client-logic/src/main/java/com/fumbbl/ffb/client/layer/FieldLayerOverPlayers.java,298,32,True
ffb-client-logic/src/main/java/com/fumbbl/ffb/client/dialog/inducements/DialogBuyCards.java,295,11,True
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2025/ttm/StepRightStuff.java,295,34,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2020/foul/StepBribes.java,294,33,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/mixed/pass/StepInitPassing.java,294,38,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2025/foul/StepBribes.java,293,33,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2025/ttm/StepSwoop.java,292,39,False
ffb-client-logic/src/main/java/com/fumbbl/ffb/client/dialog/DialogManager.java,289,74,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2025/block/StepTrickster.java,289,34,False
ffb-client-logic/src/main/java/com/fumbbl/ffb/client/dialog/DialogLogin.java,288,20,True
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2025/block/StepPushback.java,287,35,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2020/block/StepPushback.java,285,35,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2025/block/StepInitBlocking.java,285,42,False
ffb-server/src/main/java/com/fumbbl/ffb/server/admin/AdminListEntry.java,284,9,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2025/move/StepMoveBallAndChain.java,284,43,False
ffb-server/src/main/java/com/fumbbl/ffb/server/admin/AdminConnector.java,283,33,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2020/move/StepMoveBallAndChain.java,281,42,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2020/shared/StepInitFeeding.java,281,35,False
ffb-client-logic/src/main/java/com/fumbbl/ffb/client/StatusReport.java,279,34,False
ffb-server/src/main/java/com/fumbbl/ffb/server/skillbehaviour/bb2025/PassBehaviour.java,278,35,False
ffb-client-logic/src/main/java/com/fumbbl/ffb/client/ui/menu/InducementsMenu.java,277,37,True
ffb-common/src/main/java/com/fumbbl/ffb/FieldCoordinate.java,277,57,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2016/pass/StepInitPassing.java,277,38,False
ffb-client-logic/src/main/java/com/fumbbl/ffb/client/dialog/DialogReRoll.java,276,36,True
ffb-client-logic/src/main/java/com/fumbbl/ffb/client/ui/BoxButtonComponent.java,276,22,True
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2020/block/StepInitBlocking.java,276,41,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2016/move/StepEndMoving.java,275,42,False
ffb-client-logic/src/main/java/com/fumbbl/ffb/client/dialog/DialogReRollRegenerationMultiple.java,274,19,True
ffb-client-logic/src/main/java/com/fumbbl/ffb/client/layer/FieldLayerRangeRuler.java,274,21,True
ffb-client/src/main/java/com/fumbbl/ffb/client/state/common/ClientStateReplay.java,274,16,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2020/gaze/StepSelectGazeTarget.java,273,32,False
ffb-client-logic/src/main/java/com/fumbbl/ffb/client/StyleProvider.java,272,0,True
ffb-server/src/main/java/com/fumbbl/ffb/server/DiceInterpreter.java,272,26,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2020/pass/StepIntercept.java,272,32,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2025/pass/StepIntercept.java,272,32,False
ffb-client-logic/src/main/java/com/fumbbl/ffb/client/ui/ChatComponent.java,271,21,True
ffb-common/src/main/java/com/fumbbl/ffb/model/property/NamedProperties.java,270,0,False
ffb-server/src/main/java/com/fumbbl/ffb/server/handler/ServerCommandHandlerJoinApproved.java,270,29,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2020/special/StepInitBomb.java,268,34,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2016/StepPushback.java,266,33,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2025/StepBalefulHex.java,266,37,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2020/block/StepBlockChoice.java,265,31,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2025/block/StepBlockChoice.java,265,31,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2025/special/StepInitBomb.java,264,35,False
ffb-common/src/main/java/com/fumbbl/ffb/report/bb2016/ReportInjury.java,262,10,False
ffb-common/src/main/java/com/fumbbl/ffb/util/pathfinding/PathFinderWithMultiJump.java,262,35,False
ffb-client-logic/src/main/java/com/fumbbl/ffb/client/layer/FieldLayerTackleZones.java,261,33,True
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2025/shared/StepPlaceBall.java,261,29,False
ffb-server/src/main/java/com/fumbbl/ffb/server/handler/talk/TalkHandler.java,260,24,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2016/end/StepMvp.java,260,28,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2020/StepBalefulHex.java,260,35,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2020/block/StepTrickster.java,260,30,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2020/ttm/StepRightStuff.java,260,31,False
ffb-client-logic/src/main/java/com/fumbbl/ffb/client/dialog/DialogReRollBlockForTargets.java,259,17,True
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2016/StepKickoffScatterRoll.java,259,30,False
ffb-client-logic/src/main/java/com/fumbbl/ffb/client/state/logic/bb2025/PassLogicModule.java,258,37,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2016/ttm/StepInitScatterPlayer.java,258,39,False
ffb-client-logic/src/main/java/com/fumbbl/ffb/client/state/logic/bb2025/BombLogicModule.java,257,41,False
ffb-client-logic/src/main/java/com/fumbbl/ffb/client/state/logic/mixed/BombLogicModule.java,257,41,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2020/pass/StepMissedPass.java,257,23,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2025/end/StepMvp.java,257,29,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2016/start/StepBuyCards.java,256,24,False
ffb-client-logic/src/main/java/com/fumbbl/ffb/client/dialog/Dialog.java,255,13,True
ffb-client-logic/src/main/java/com/fumbbl/ffb/client/overlay/sketch/ClientSketchManager.java,255,7,True
ffb-client/src/main/java/com/fumbbl/ffb/client/state/bb2025/ClientStatePass.java,255,19,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2020/end/StepMvp.java,255,29,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2025/shared/StepDropFallingPlayers.java,255,31,False
ffb-common/src/main/java/com/fumbbl/ffb/mechanics/bb2025/GameMechanic.java,253,10,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2020/StepKickoffScatterRoll.java,253,25,False
ffb-client/src/main/java/com/fumbbl/ffb/client/state/mixed/ClientStatePass.java,252,19,False
ffb-server/src/main/java/com/fumbbl/ffb/server/util/UtilServerGame.java,252,17,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2020/shared/StepPlaceBall.java,251,27,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2025/special/StepSpecialEffect.java,250,28,False
ffb-client-logic/src/main/java/com/fumbbl/ffb/client/dialog/inducements/DialogUseInducement.java,249,17,True
ffb-common/src/main/java/com/fumbbl/ffb/mechanics/bb2020/GameMechanic.java,247,9,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2025/kickoff/StepKickoffScatterRollAskAfter.java,247,24,False
ffb-client-logic/src/main/java/com/fumbbl/ffb/client/dialog/inducements/DialogBuyPrayersAndInducements.java,246,11,True
ffb-common/src/main/java/com/fumbbl/ffb/model/ZappedPosition.java,246,1,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2016/block/StepBlockChoice.java,246,29,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/mixed/ttm/StepSwoop.java,246,35,False
ffb-client-logic/src/main/java/com/fumbbl/ffb/client/state/logic/bb2025/SynchronousMultiBlockLogicModule.java,245,38,False
ffb-common/src/main/java/com/fumbbl/ffb/model/change/ModelChangeDataType.java,245,77,False
ffb-server/src/main/java/com/fumbbl/ffb/server/admin/BackupServlet.java,245,19,False
ffb-server/src/main/java/com/fumbbl/ffb/server/InjuryResult.java,244,25,False
ffb-client/src/main/java/com/fumbbl/ffb/client/state/bb2025/ClientStateBomb.java,243,28,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/mixed/inducements/StepPlayCard.java,243,28,False
ffb-client-logic/src/main/java/com/fumbbl/ffb/client/state/logic/mixed/PassLogicModule.java,242,32,False
ffb-server/src/main/java/com/fumbbl/ffb/server/IServerJsonOption.java,242,0,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2025/block/StepBreatheFire.java,242,25,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2025/block/StepFollowup.java,242,34,False
ffb-server/src/main/java/com/fumbbl/ffb/server/skillbehaviour/bb2020/PassBehaviour.java,241,28,False
ffb-client-logic/src/main/java/com/fumbbl/ffb/client/model/ChangeList.java,240,56,False
ffb-client-logic/src/main/java/com/fumbbl/ffb/client/state/logic/bb2020/SynchronousMultiBlockLogicModule.java,240,39,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2025/pass/StepMissedPass.java,240,21,False
ffb-client/src/main/java/com/fumbbl/ffb/client/state/mixed/ClientStateBomb.java,239,27,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2020/move/StepPickUp.java,239,26,False
ffb-client-logic/src/main/java/com/fumbbl/ffb/client/dialog/DialogPettyCash.java,238,13,True
ffb-client-logic/src/main/java/com/fumbbl/ffb/client/state/logic/BlockLogicExtension.java,238,35,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2025/shared/StepInitFeeding.java,238,31,False
ffb-server/src/main/java/com/fumbbl/ffb/server/net/SessionManager.java,237,18,False
ffb-client-logic/src/main/java/com/fumbbl/ffb/client/dialog/DialogBlockRoll.java,235,31,True
ffb-common/src/main/java/com/fumbbl/ffb/model/BlockRollProperties.java,235,3,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2025/block/StepBlockChainsaw.java,235,27,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2025/kickoff/StepKickoffScatterRoll.java,235,22,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/action/ktm/StepKickTeamMate.java,234,22,False
ffb-client/src/main/java/com/fumbbl/ffb/client/state/mixed/ClientStateSelect.java,233,31,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/StepId.java,233,0,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2016/pass/StepEndPassing.java,232,22,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2020/StepBreatheFire.java,232,25,False
ffb-client-logic/src/main/java/com/fumbbl/ffb/client/ui/ChatLogDocument.java,231,2,True
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2020/block/StepBlockChainsaw.java,231,27,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2025/kickoff/StepSwarming.java,231,27,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2020/StepThenIStartedBlastin.java,230,22,False
ffb-common/src/main/java/com/fumbbl/ffb/xml/UtilXml.java,229,13,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2025/block/StepHitAndRun.java,229,20,False
ffb-client-logic/src/main/java/com/fumbbl/ffb/client/dialog/DialogChatCommands.java,228,27,True
ffb-common/src/main/java/com/fumbbl/ffb/model/change/ModelChangeId.java,227,0,False
ffb-common/src/main/java/com/fumbbl/ffb/util/FileIterator.java,227,17,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2020/StepLookIntoMyEyes.java,227,33,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2025/StepLookIntoMyEyes.java,227,33,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2020/StepWizard.java,225,20,False
ffb-client-logic/src/main/java/com/fumbbl/ffb/client/state/logic/bb2025/FoulLogicModule.java,224,40,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2016/pass/StepIntercept.java,224,26,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2020/StepSpecialEffect.java,222,26,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2020/inducements/StepInitInducement.java,222,24,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2020/block/StepHitAndRun.java,221,20,False
ffb-server/src/main/java/com/fumbbl/ffb/server/db/DbInitializer.java,220,15,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2025/StepBlackInk.java,220,21,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2025/StepWizard.java,220,19,False
ffb-client-logic/src/main/java/com/fumbbl/ffb/client/state/logic/bb2025/SelectBlitzTargetLogicModule.java,219,42,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2025/StepAutoGazeZoat.java,219,21,False
ffb-client-logic/src/main/java/com/fumbbl/ffb/client/state/logic/LoginLogicModule.java,218,10,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2016/StepWizard.java,218,20,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2020/StepBlackInk.java,218,21,False
ffb-client-logic/src/main/java/com/fumbbl/ffb/client/report/bb2025/InjuryMessage.java,217,30,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2016/StepInitFeeding.java,217,24,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2025/StepCatchOfTheDay.java,217,31,False
ffb-client-logic/src/main/java/com/fumbbl/ffb/client/dialog/DialogJourneymen.java,216,12,True
ffb-client/src/main/java/com/fumbbl/ffb/client/state/common/ClientStateLogin.java,216,31,False
ffb-common/src/main/java/com/fumbbl/ffb/TeamSetup.java,216,13,False
ffb-server/src/main/java/com/fumbbl/ffb/server/step/bb2016/block/StepFollowup.java,215,29,False
