path,storage,category,extension,bytes,compressed_bytes,sha256,format,width,height,mode,has_alpha_channel,has_transparent_pixels,frames,duration_ms,error,reference_candidates,reference_method,provenance_status,source_hint
ffb-resources/src/main/resources/icons/actions/hmp.gif,file,actions,.gif,1141,,377d5a1bb97e710e6638498053beccc965fbe110b750f144b2b14cca913f90ef,GIF,20,20,P,True,True,1,0,,ffb-client/src/main/resources-live/client.ini:380 | ffb-client/src/main/resources-testenv/client.ini:380 | ffb-client/src/main/resources/client.ini:380,literal basename candidates; dynamic loading and aliases require code review,root MIT notice; per-asset author/source/license not established,bundled resource
ffb-resources/src/main/resources/icons/actions/hmp_bomb.gif,file,actions,.gif,1086,,214efdd2e3d5d76c0bce587b17a6d9de9c4a4d97496f755b00a234dd72071e92,GIF,20,20,P,True,True,1,0,,ffb-client/src/main/resources-live/client.ini:382 | ffb-client/src/main/resources-testenv/client.ini:382 | ffb-client/src/main/resources/client.ini:382,literal basename candidates; dynamic loading and aliases require code review,root MIT notice; per-asset author/source/license not established,bundled resource
ffb-resources/src/main/resources/icons/actions/ill_carry_you.png,file,actions,.png,752,,e0070ed2517446d5fbaeba6fb1bd21e685094d61f86722c564136279fb4b52d0,PNG,20,20,RGBA,True,True,1,0,,ffb-client/src/main/resources-live/client.ini:403 | ffb-client/src/main/resources-testenv/client.ini:403 | ffb-client/src/main/resources/client.ini:403,literal basename candidates; dynamic loading and aliases require code review,root MIT notice; per-asset author/source/license not established,bundled resource
ffb-resources/src/main/resources/icons/actions/jump.gif,file,actions,.gif,894,,8ce32642d5b5fd0be563296a2b6e5c692827334666b182a2f0fd91699e4cce72,GIF,20,20,P,True,True,1,0,,ffb-client/src/main/resources-live/client.ini:376 | ffb-client/src/main/resources-testenv/client.ini:376 | ffb-client/src/main/resources/client.ini:376,literal basename candidates; dynamic loading and aliases require code review,root MIT notice; per-asset author/source/license not established,bundled resource
ffb-resources/src/main/resources/icons/actions/kick_em_blitz.png,file,actions,.png,951,,101cdec67705d958e1ac8a7a77efb285ea7a953556050ec3ec825b1390389328,PNG,20,20,RGBA,True,True,1,0,,ffb-client/src/main/resources-live/client.ini:393 | ffb-client/src/main/resources-testenv/client.ini:393 | ffb-client/src/main/resources/client.ini:393,literal basename candidates; dynamic loading and aliases require code review,root MIT notice; per-asset author/source/license not established,bundled resource
ffb-resources/src/main/resources/icons/actions/kick_em_block.png,file,actions,.png,933,,79275088ad4af870d40d0773bd826dd8508ea78687f5455c0cb706164756e5fe,PNG,20,20,RGBA,True,True,1,0,,ffb-client/src/main/resources-live/client.ini:392 | ffb-client/src/main/resources-testenv/client.ini:392 | ffb-client/src/main/resources/client.ini:392,literal basename candidates; dynamic loading and aliases require code review,root MIT notice; per-asset author/source/license not established,bundled resource
ffb-resources/src/main/resources/icons/actions/look.png,file,actions,.png,418,,11886769c902aa454f36b97bcb5a4b03d70423840dbaa551e835ec313b165c0e,PNG,20,20,RGBA,True,True,1,0,,ffb-client/src/main/resources-live/client.ini:388 | ffb-client/src/main/resources-testenv/client.ini:388 | ffb-client/src/main/resources/client.ini:388,literal basename candidates; dynamic loading and aliases require code review,root MIT notice; per-asset author/source/license not established,bundled resource
ffb-resources/src/main/resources/icons/actions/move.gif,file,actions,.gif,873,,737750d82d64bbf1b297d02a52edeae23311b8b7a4cab9e229259fec68257a0b,GIF,20,20,P,True,True,1,0,,ffb-client/src/main/resources-live/client.ini:367 | ffb-client/src/main/resources-testenv/client.ini:367 | ffb-client/src/main/resources/client.ini:367,literal basename candidates; dynamic loading and aliases require code review,root MIT notice; per-asset author/source/license not established,bundled resource
ffb-resources/src/main/resources/icons/actions/pass.gif,file,actions,.gif,1089,,507bbf53fb75061679a6fb61bfcb2e69b8065a0dc4009755cbf6788408322bd9,GIF,20,20,P,True,True,1,0,,ffb-client/src/main/resources-live/client.ini:373 | ffb-client/src/main/resources-testenv/client.ini:373 | ffb-client/src/main/resources/client.ini:373,literal basename candidates; dynamic loading and aliases require code review,root MIT notice; per-asset author/source/license not established,bundled resource
ffb-resources/src/main/resources/icons/actions/punt.gif,file,actions,.gif,291,,785cf2fdf3c68d0721ecd5ff2344259ffaeef24442b833fe2400df09d9cd572c,GIF,20,20,P,True,True,1,300,,ffb-client/src/main/resources-live/client.ini:402 | ffb-client/src/main/resources-testenv/client.ini:402 | ffb-client/src/main/resources/client.ini:402,literal basename candidates; dynamic loading and aliases require code review,root MIT notice; per-asset author/source/license not established,bundled resource
ffb-resources/src/main/resources/icons/actions/raiding_party.png,file,actions,.png,576,,36f50403fc033e442a1105bfe9244e1f1238790fb379d921d4be158ec57ea4ef,PNG,20,20,RGBA,True,True,1,0,,ffb-client/src/main/resources-live/client.ini:387 | ffb-client/src/main/resources-testenv/client.ini:387 | ffb-client/src/main/resources/client.ini:387,literal basename candidates; dynamic loading and aliases require code review,root MIT notice; per-asset author/source/license not established,bundled resource
ffb-resources/src/main/resources/icons/actions/rangegrid.gif,file,actions,.gif,113,,2d64789d09d4c26ad51b3c70f71480b7308bd458757621b85f65e54b9e360ca0,GIF,20,20,P,True,True,1,0,,ffb-client/src/main/resources-live/client.ini:379 | ffb-client/src/main/resources-testenv/client.ini:379 | ffb-client/src/main/resources/client.ini:379,literal basename candidates; dynamic loading and aliases require code review,root MIT notice; per-asset author/source/license not established,bundled resource
ffb-resources/src/main/resources/icons/actions/secure.png,file,actions,.png,1019,,278cb81942505d5af22a77804bc8dcb6ddb459243c39c0ae68a816fde5fc1e1a,PNG,18,18,RGBA,True,True,1,0,,ffb-client/src/main/resources-live/client.ini:400 | ffb-client/src/main/resources-testenv/client.ini:400 | ffb-client/src/main/resources/client.ini:400,literal basename candidates; dynamic loading and aliases require code review,root MIT notice; per-asset author/source/license not established,bundled resource
ffb-resources/src/main/resources/icons/actions/stab.gif,file,actions,.gif,888,,a57eb58235d47a5f4898ff73585923f6df46dfde1d277943c9a2ef77d54475ed,GIF,20,20,P,True,True,1,0,,ffb-client/src/main/resources-live/client.ini:228 | ffb-client/src/main/resources-live/client.ini:377 | ffb-client/src/main/resources-live/client.ini:397 | ffb-client/src/main/resources-testenv/client.ini:228 | ffb-client/src/main/resources-testenv/client.ini:377 | ffb-client/src/main/resources-testenv/client.ini:397 | ffb-client/src/main/resources/client.ini:228 | ffb-client/src/main/resources/client.ini:377 | ffb-client/src/main/resources/client.ini:397,literal basename candidates; dynamic loading and aliases require code review,root MIT notice; per-asset author/source/license not established,bundled resource
ffb-resources/src/main/resources/icons/actions/standup.gif,file,actions,.gif,885,,1c6eccb5967ad3bda27e41d9d87dc7a941ad55355e4b75b207b5040acc9cdb81,GIF,20,20,P,True,True,1,0,,ffb-client/src/main/resources-live/client.ini:374 | ffb-client/src/main/resources-testenv/client.ini:374 | ffb-client/src/main/resources/client.ini:374,literal basename candidates; dynamic loading and aliases require code review,root MIT notice; per-asset author/source/license not established,bundled resource
ffb-resources/src/main/resources/icons/actions/started_blastin.png,file,actions,.png,1439,,c5ae5bf387138e421c65f4d1a3a4851f7698f70ba248f0add832f27e67b7e790,PNG,20,20,RGBA,True,True,1,0,,ffb-client/src/main/resources-live/client.ini:396 | ffb-client/src/main/resources-testenv/client.ini:396 | ffb-client/src/main/resources/client.ini:396,literal basename candidates; dynamic loading and aliases require code review,root MIT notice; per-asset author/source/license not established,bundled resource
ffb-resources/src/main/resources/icons/actions/vicious_vines.gif,file,actions,.gif,1032,,7df2b3909bc0e8e66b4d570f19bfd9598545ea47359d8f05b151e061d1a9ab98,GIF,20,20,P,True,True,1,0,,ffb-client/src/main/resources-live/client.ini:398 | ffb-client/src/main/resources-testenv/client.ini:398 | ffb-client/src/main/resources/client.ini:398,literal basename candidates; dynamic loading and aliases require code review,root MIT notice; per-asset author/source/license not established,bundled resource
ffb-resources/src/main/resources/icons/actions/vomit.png,file,actions,.png,443,,ff30d82e666dc9a827d1e1fc95b0ff0cdb69a5021e165e80aa2322bdadf45514,PNG,20,20,RGBA,True,True,1,0,,ffb-client/src/main/resources-live/client.ini:229 | ffb-client/src/main/resources-live/client.ini:384 | ffb-client/src/main/resources-testenv/client.ini:229 | ffb-client/src/main/resources-testenv/client.ini:384 | ffb-client/src/main/resources/client.ini:229 | ffb-client/src/main/resources/client.ini:384,literal basename candidates; dynamic loading and aliases require code review,root MIT notice; per-asset author/source/license not established,bundled resource
ffb-resources/src/main/resources/icons/actions/wotwd.png,file,actions,.png,591,,e56eb15e945b41fbe504f5fc988efec398831c076cb9f06669bed1a37c465360,PNG,20,20,RGBA,True,True,1,0,,ffb-client/src/main/resources-live/client.ini:385 | ffb-client/src/main/resources-testenv/client.ini:385 | ffb-client/src/main/resources/client.ini:385,literal basename candidates; dynamic loading and aliases require code review,root MIT notice; per-asset author/source/license not established,bundled resource
ffb-resources/src/main/resources/icons/animation/blastin/explosion1.png,file,animation,.png,10218,,68e37047fad2b11ead01281cbeca47fc04a3248536667e2586149fbcb6fc6459,PNG,210,210,RGBA,True,True,1,0,,ffb-client/src/main/resources-live/client.ini:589 | ffb-client/src/main/resources-live/client.ini:613 | ffb-client/src/main/resources-testenv/client.ini:589 | ffb-client/src/main/resources-testenv/client.ini:613 | ffb-client/src/main/resources/client.ini:589 | ffb-client/src/main/resources/client.ini:613,literal basename candidates; dynamic loading and aliases require code review,root MIT notice; per-asset author/source/license not established,bundled resource
ffb-resources/src/main/resources/icons/animation/blastin/explosion2.png,file,animation,.png,15678,,6cc336dfcf1b888194f69297116e9899abb995f85f346fcea45521fef3c60f6a,PNG,210,210,RGBA,True,True,1,0,,ffb-client/src/main/resources-live/client.ini:590 | ffb-client/src/main/resources-live/client.ini:614 | ffb-client/src/main/resources-testenv/client.ini:590 | ffb-client/src/main/resources-testenv/client.ini:614 | ffb-client/src/main/resources/client.ini:590 | ffb-client/src/main/resources/client.ini:614,literal basename candidates; dynamic loading and aliases require code review,root MIT notice; per-asset author/source/license not established,bundled resource
ffb-resources/src/main/resources/icons/animation/blastin/smoke1.png,file,animation,.png,28049,,30c12ec0874f48c4ab968cef34f2a86c79ecb65bcfa030d738adfc17d6d58f56,PNG,210,210,RGBA,True,True,1,0,,ffb-client/src/main/resources-live/client.ini:581 | ffb-client/src/main/resources-live/client.ini:609 | ffb-client/src/main/resources-testenv/client.ini:581 | ffb-client/src/main/resources-testenv/client.ini:609 | ffb-client/src/main/resources/client.ini:581 | ffb-client/src/main/resources/client.ini:609,literal basename candidates; dynamic loading and aliases require code review,root MIT notice; per-asset author/source/license not established,bundled resource
ffb-resources/src/main/resources/icons/animation/blastin/smoke2.png,file,animation,.png,34778,,04cc650b511b1871c2ba062b3b53265beda820b1cbe7f0837d10b139ab3d59b7,PNG,210,210,RGBA,True,True,1,0,,ffb-client/src/main/resources-live/client.ini:582 | ffb-client/src/main/resources-live/client.ini:610 | ffb-client/src/main/resources-testenv/client.ini:582 | ffb-client/src/main/resources-testenv/client.ini:610 | ffb-client/src/main/resources/client.ini:582 | ffb-client/src/main/resources/client.ini:610,literal basename candidates; dynamic loading and aliases require code review,root MIT notice; per-asset author/source/license not established,bundled resource
ffb-resources/src/main/resources/icons/animation/blastin/smoke3.png,file,animation,.png,61305,,a391d3af8fc41ec0a5251c67de7a5840fbc8930cbf70acdeced26124f2c0bb89,PNG,210,210,RGBA,True,True,1,0,,ffb-client/src/main/resources-live/client.ini:583 | ffb-client/src/main/resources-live/client.ini:611 | ffb-client/src/main/resources-testenv/client.ini:583 | ffb-client/src/main/resources-testenv/client.ini:611 | ffb-client/src/main/resources/client.ini:583 | ffb-client/src/main/resources/client.ini:611,literal basename candidates; dynamic loading and aliases require code review,root MIT notice; per-asset author/source/license not established,bundled resource
ffb-resources/src/main/resources/icons/animation/blastin/smoke4.png,file,animation,.png,74060,,c4eaa54f890352174a956b2a1f11f2c459fddbe3d56b874e7b71d75c9a865053,PNG,210,210,RGBA,True,True,1,0,,ffb-client/src/main/resources-live/client.ini:584 | ffb-client/src/main/resources-live/client.ini:612 | ffb-client/src/main/resources-testenv/client.ini:584 | ffb-client/src/main/resources-testenv/client.ini:612 | ffb-client/src/main/resources/client.ini:584 | ffb-client/src/main/resources/client.ini:612,literal basename candidates; dynamic loading and aliases require code review,root MIT notice; per-asset author/source/license not established,bundled resource
ffb-resources/src/main/resources/icons/animation/card/card-dirty_trick-back.png,file,animation,.png,12245,,68de4a083d526d28d844f7d5c94e04248b4e0d40acdfa5f313af91e1092e9166,PNG,230,300,RGBA,True,True,1,0,,ffb-client/src/main/resources-live/client.ini:572 | ffb-client/src/main/resources-testenv/client.ini:572 | ffb-client/src/main/resources/client.ini:572,literal basename candidates; dynamic loading and aliases require code review,root MIT notice; per-asset author/source/license not established,bundled resource
ffb-resources/src/main/resources/icons/animation/card/card-dirty_trick-front.png,file,animation,.png,7029,,4eeaf7a35f4d56d5007a37dafa5161df609a394071f25202b75767ad09612b5b,PNG,230,300,RGBA,True,True,1,0,,ffb-client/src/main/resources-live/client.ini:571 | ffb-client/src/main/resources-testenv/client.ini:571 | ffb-client/src/main/resources/client.ini:571,literal basename candidates; dynamic loading and aliases require code review,root MIT notice; per-asset author/source/license not established,bundled resource
ffb-resources/src/main/resources/icons/animation/card/card-magic_item-back.png,file,animation,.png,12669,,4864676b212e178832dc17ff81665ca4451e3801e567ba553e760a37a79e3483,PNG,230,300,RGBA,True,True,1,0,,ffb-client/src/main/resources-live/client.ini:574 | ffb-client/src/main/resources-testenv/client.ini:574 | ffb-client/src/main/resources/client.ini:574,literal basename candidates; dynamic loading and aliases require code review,root MIT notice; per-asset author/source/license not established,bundled resource
ffb-resources/src/main/resources/icons/animation/card/card-magic_item-front.png,file,animation,.png,7710,,c564439e4764be9cd440bbdf38fd2ea574cea7981ef188c7edbbf0bd5c321a9f,PNG,230,300,RGBA,True,True,1,0,,ffb-client/src/main/resources-live/client.ini:573 | ffb-client/src/main/resources-testenv/client.ini:573 | ffb-client/src/main/resources/client.ini:573,literal basename candidates; dynamic loading and aliases require code review,root MIT notice; per-asset author/source/license not established,bundled resource
ffb-resources/src/main/resources/icons/animation/fireball/fireball_explosion1.png,file,animation,.png,10218,,68e37047fad2b11ead01281cbeca47fc04a3248536667e2586149fbcb6fc6459,PNG,210,210,RGBA,True,True,1,0,,ffb-client/src/main/resources-live/client.ini:515 | ffb-client/src/main/resources-testenv/client.ini:515 | ffb-client/src/main/resources/client.ini:515,literal basename candidates; dynamic loading and aliases require code review,root MIT notice; per-asset author/source/license not established,bundled resource
ffb-resources/src/main/resources/icons/animation/fireball/fireball_explosion2.png,file,animation,.png,15678,,6cc336dfcf1b888194f69297116e9899abb995f85f346fcea45521fef3c60f6a,PNG,210,210,RGBA,True,True,1,0,,ffb-client/src/main/resources-live/client.ini:516 | ffb-client/src/main/resources-testenv/client.ini:516 | ffb-client/src/main/resources/client.ini:516,literal basename candidates; dynamic loading and aliases require code review,root MIT notice; per-asset author/source/license not established,bundled resource
ffb-resources/src/main/resources/icons/animation/fireball/fireball_explosion3.png,file,animation,.png,21119,,f97949966a85fb04426263b3c7fdea210623dafd1ea36ca6a875f277fb93ce00,PNG,210,210,RGBA,True,True,1,0,,ffb-client/src/main/resources-live/client.ini:517 | ffb-client/src/main/resources-testenv/client.ini:517 | ffb-client/src/main/resources/client.ini:517,literal basename candidates; dynamic loading and aliases require code review,root MIT notice; per-asset author/source/license not established,bundled resource
ffb-resources/src/main/resources/icons/animation/fireball/fireball_explosion4.png,file,animation,.png,26861,,8e96c3130dbdc36fc6e28803e2f12e711cc41cf865290d0f99cfc965356912fb,PNG,210,210,RGBA,True,True,1,0,,ffb-client/src/main/resources-live/client.ini:518 | ffb-client/src/main/resources-testenv/client.ini:518 | ffb-client/src/main/resources/client.ini:518,literal basename candidates; dynamic loading and aliases require code review,root MIT notice; per-asset author/source/license not established,bundled resource
ffb-resources/src/main/resources/icons/animation/fireball/fireball_explosion5.png,file,animation,.png,36124,,0566db312493965beeade11e42644a58ea726c62343c043e42110b2f606ca4f1,PNG,210,210,RGBA,True,True,1,0,,ffb-client/src/main/resources-live/client.ini:519 | ffb-client/src/main/resources-testenv/client.ini:519 | ffb-client/src/main/resources/client.ini:519,literal basename candidates; dynamic loading and aliases require code review,root MIT notice; per-asset author/source/license not established,bundled resource
ffb-resources/src/main/resources/icons/animation/fireball/fireball_explosion6.png,file,animation,.png,47386,,2fcbbfb8074db255791f330547aed3d350405d7c0986c0f80675c846a0d79dba,PNG,210,210,RGBA,True,True,1,0,,ffb-client/src/main/resources-live/client.ini:520 | ffb-client/src/main/resources-testenv/client.ini:520 | ffb-client/src/main/resources/client.ini:520,literal basename candidates; dynamic loading and aliases require code review,root MIT notice; per-asset author/source/license not established,bundled resource
ffb-resources/src/main/resources/icons/animation/fireball/fireball_explosion7.png,file,animation,.png,52252,,b7396741f53a299f3f2e176672291518a1a25ecf6891b80eee0a58ba73395638,PNG,210,210,RGBA,True,True,1,0,,ffb-client/src/main/resources-live/client.ini:521 | ffb-client/src/main/resources-testenv/client.ini:521 | ffb-client/src/main/resources/client.ini:521,literal basename candidates; dynamic loading and aliases require code review,root MIT notice; per-asset author/source/license not established,bundled resource
ffb-resources/src/main/resources/icons/animation/fireball/fireball_explosion8.png,file,animation,.png,66300,,9eae9b6fd1ba47d1896f2319a42befabe9af4264c5ab0e028605cc7a1b61fa38,PNG,210,210,RGBA,True,True,1,0,,ffb-client/src/main/resources-live/client.ini:522 | ffb-client/src/main/resources-testenv/client.ini:522 | ffb-client/src/main/resources/client.ini:522,literal basename candidates; dynamic loading and aliases require code review,root MIT notice; per-asset author/source/license not established,bundled resource
ffb-resources/src/main/resources/icons/animation/fireball/fireball_smoke1.png,file,animation,.png,34304,,2b4e53975afebfe57ae36da82d1638dde5780183ddfafbedc6f203117b712b37,PNG,210,210,RGBA,True,True,1,0,,ffb-client/src/main/resources-live/client.ini:523 | ffb-client/src/main/resources-testenv/client.ini:523 | ffb-client/src/main/resources/client.ini:523,literal basename candidates; dynamic loading and aliases require code review,root MIT notice; per-asset author/source/license not established,bundled resource
ffb-resources/src/main/resources/icons/animation/fireball/fireball_smoke2.png,file,animation,.png,41612,,720ae9cbd9874f3f198ff92e58f8a05e79bdabbb4c29256bf88d6a560027fecb,PNG,210,210,RGBA,True,True,1,0,,ffb-client/src/main/resources-live/client.ini:524 | ffb-client/src/main/resources-testenv/client.ini:524 | ffb-client/src/main/resources/client.ini:524,literal basename candidates; dynamic loading and aliases require code review,root MIT notice; per-asset author/source/license not established,bundled resource
ffb-resources/src/main/resources/icons/animation/fireball/fireball_smoke3.png,file,animation,.png,70709,,302c2f98a583b6e0a02d054d666532d3b0e0ea173e3a61b8fd2cabed6b73c0d7,PNG,210,210,RGBA,True,True,1,0,,ffb-client/src/main/resources-live/client.ini:525 | ffb-client/src/main/resources-testenv/client.ini:525 | ffb-client/src/main/resources/client.ini:525,literal basename candidates; dynamic loading and aliases require code review,root MIT notice; per-asset author/source/license not established,bundled resource
ffb-resources/src/main/resources/icons/animation/fireball/fireball_smoke4.png,file,animation,.png,83701,,dd68a3967ecc116e8486ab7467de153f057fa2c55eaf29932fcc580345c6971d,PNG,210,210,RGBA,True,True,1,0,,ffb-client/src/main/resources-live/client.ini:526 | ffb-client/src/main/resources-testenv/client.ini:526 | ffb-client/src/main/resources/client.ini:526,literal basename candidates; dynamic loading and aliases require code review,root MIT notice; per-asset author/source/license not established,bundled resource
