source,line,reference
ffb-client/src/main/resources-live/client.ini,199,specShock.ogg
ffb-client/src/main/resources-live/client.ini,200,specStomp.ogg
ffb-client/src/main/resources-live/client.ini,201,specHurt.ogg
ffb-client/src/main/resources-live/client.ini,206,decorations/prone.gif
ffb-client/src/main/resources-live/client.ini,207,decorations/stunned.gif
ffb-client/src/main/resources-live/client.ini,208,decorations/confused.png
ffb-client/src/main/resources-live/client.ini,209,decorations/hypnotized.png
ffb-client/src/main/resources-live/client.ini,210,decorations/block1d.gif
ffb-client/src/main/resources-live/client.ini,211,decorations/block2d.gif
ffb-client/src/main/resources-live/client.ini,212,decorations/block3d.gif
ffb-client/src/main/resources-live/client.ini,213,decorations/block2dagainst.gif
ffb-client/src/main/resources-live/client.ini,214,decorations/block3dagainst.gif
ffb-client/src/main/resources-live/client.ini,215,decorations/holdball.png
ffb-client/src/main/resources-live/client.ini,216,decorations/selball.png
ffb-client/src/main/resources-live/client.ini,217,decorations/block_home.gif
ffb-client/src/main/resources-live/client.ini,218,decorations/block_away.gif
ffb-client/src/main/resources-live/client.ini,219,decorations/rooted.png
ffb-client/src/main/resources-live/client.ini,220,decorations/rooted_hypnotized.png
ffb-client/src/main/resources-live/client.ini,221,decorations/rooted_confused.png
ffb-client/src/main/resources-live/client.ini,222,decorations/bloodlust.png
ffb-client/src/main/resources-live/client.ini,223,decorations/holdbomb.png
ffb-client/src/main/resources-live/client.ini,224,decorations/selbomb.png
ffb-client/src/main/resources-live/client.ini,225,decorations/target.png
ffb-client/src/main/resources-live/client.ini,226,decorations/target.png
ffb-client/src/main/resources-live/client.ini,227,actions/block.gif
ffb-client/src/main/resources-live/client.ini,228,actions/stab.gif
ffb-client/src/main/resources-live/client.ini,229,actions/vomit.png
ffb-client/src/main/resources-live/client.ini,230,actions/chainsaw.png
ffb-client/src/main/resources-live/client.ini,231,decorations/checkIcon_green.png
ffb-client/src/main/resources-live/client.ini,232,decorations/out_of_bounds.gif
ffb-client/src/main/resources-live/client.ini,233,decorations/eye_gouge.png
ffb-client/src/main/resources-live/client.ini,234,decorations/chomped.png
ffb-client/src/main/resources-live/client.ini,235,decorations/checkIcon_blitz.png
ffb-client/src/main/resources-live/client.ini,240,players/smallHome.png
ffb-client/src/main/resources-live/client.ini,241,players/normalHome.png
ffb-client/src/main/resources-live/client.ini,242,players/largeHome.png
ffb-client/src/main/resources-live/client.ini,243,players/smallAway.png
ffb-client/src/main/resources-live/client.ini,244,players/normalAway.png
ffb-client/src/main/resources-live/client.ini,245,players/largeAway.png
ffb-client/src/main/resources-live/client.ini,246,https\://fumbbl.com/i/players/iconsets/zapped_player.png
ffb-client/src/main/resources-live/client.ini,251,game/heads.gif
ffb-client/src/main/resources-live/client.ini,252,game/tails.gif
ffb-client/src/main/resources-live/client.ini,253,game/pb_north.gif
ffb-client/src/main/resources-live/client.ini,254,game/pb_north_filled.gif
ffb-client/src/main/resources-live/client.ini,255,game/pb_northeast.gif
ffb-client/src/main/resources-live/client.ini,256,game/pb_northeast_filled.gif
ffb-client/src/main/resources-live/client.ini,257,game/pb_east.gif
ffb-client/src/main/resources-live/client.ini,258,game/pb_east_filled.gif
ffb-client/src/main/resources-live/client.ini,259,game/pb_southeast.gif
ffb-client/src/main/resources-live/client.ini,260,game/pb_southeast_filled.gif
ffb-client/src/main/resources-live/client.ini,261,game/pb_south.gif
ffb-client/src/main/resources-live/client.ini,262,game/pb_south_filled.gif
ffb-client/src/main/resources-live/client.ini,263,game/pb_southwest.gif
ffb-client/src/main/resources-live/client.ini,264,game/pb_southwest_filled.gif
ffb-client/src/main/resources-live/client.ini,265,game/pb_west.gif
ffb-client/src/main/resources-live/client.ini,266,game/pb_west_filled.gif
ffb-client/src/main/resources-live/client.ini,267,game/pb_northwest.gif
ffb-client/src/main/resources-live/client.ini,268,game/pb_northwest_filled.gif
ffb-client/src/main/resources-live/client.ini,269,game/sball_30x30.png
ffb-client/src/main/resources-live/client.ini,270,game/sball_60x60.png
ffb-client/src/main/resources-live/client.ini,271,game/rock.png
ffb-client/src/main/resources-live/client.ini,272,game/sbomb_30x30.png
ffb-client/src/main/resources-live/client.ini,273,game/sbomb_60x60.png
ffb-client/src/main/resources-live/client.ini,274,game/splash_screen.png
ffb-client/src/main/resources-live/client.ini,275,game/delete.gif
ffb-client/src/main/resources-live/client.ini,276,game/humanref1.gif
ffb-client/src/main/resources-live/client.ini,277,game/dice_small.png
ffb-client/src/main/resources-live/client.ini,278,game/fireball_30x30.png
ffb-client/src/main/resources-live/client.ini,279,game/lightning_30x30.png
ffb-client/src/main/resources-live/client.ini,280,game/zap_30x30.png
ffb-client/src/main/resources-live/client.ini,281,game/trapdoor.png
ffb-client/src/main/resources-live/client.ini,282,game/penalty_die1.png
ffb-client/src/main/resources-live/client.ini,283,game/penalty_die2.png
ffb-client/src/main/resources-live/client.ini,284,game/penalty_die3.png
ffb-client/src/main/resources-live/client.ini,285,game/penalty_die4.png
ffb-client/src/main/resources-live/client.ini,286,game/penalty_die5.png
ffb-client/src/main/resources-live/client.ini,287,game/penalty_die6.png
ffb-client/src/main/resources-live/client.ini,292,sidebar/box_button.gif
ffb-client/src/main/resources-live/client.ini,293,sidebar/box_button_selected.gif
ffb-client/src/main/resources-live/client.ini,294,sidebar/turn_button.png
ffb-client/src/main/resources-live/client.ini,295,sidebar/turn_button_selected.png
ffb-client/src/main/resources-live/client.ini,296,sidebar/status_waiting.png
ffb-client/src/main/resources-live/client.ini,297,sidebar/status_playing.png
ffb-client/src/main/resources-live/client.ini,298,sidebar/status_ref.png
ffb-client/src/main/resources-live/client.ini,299,sidebar/background_player_detail_red.png
ffb-client/src/main/resources-live/client.ini,300,sidebar/overlay_player_detail_red.png
ffb-client/src/main/resources-live/client.ini,301,sidebar/background_box_buttons_red.png
ffb-client/src/main/resources-live/client.ini,302,sidebar/background_turn_dice_status_red.png
ffb-client/src/main/resources-live/client.ini,303,sidebar/background_resource_red.png
ffb-client/src/main/resources-live/client.ini,304,sidebar/background_box.png
ffb-client/src/main/resources-live/client.ini,305,sidebar/background_player_portrait.png
ffb-client/src/main/resources-live/client.ini,306,sidebar/background_player_detail_blue.png
ffb-client/src/main/resources-live/client.ini,307,sidebar/overlay_player_detail_blue.png
ffb-client/src/main/resources-live/client.ini,308,sidebar/background_box_buttons_blue.png
ffb-client/src/main/resources-live/client.ini,309,sidebar/background_turn_dice_status_blue.png
ffb-client/src/main/resources-live/client.ini,310,sidebar/background_resource_blue.png
ffb-client/src/main/resources-live/client.ini,311,sidebar/carded_player.png
ffb-client/src/main/resources-live/client.ini,316,sidebar/dice/new_skool_black_1.png
ffb-client/src/main/resources-live/client.ini,317,sidebar/dice/new_skool_black_2.png
ffb-client/src/main/resources-live/client.ini,318,sidebar/dice/new_skool_black_3_4.png
ffb-client/src/main/resources-live/client.ini,319,sidebar/dice/new_skool_black_3_4.png
ffb-client/src/main/resources-live/client.ini,320,sidebar/dice/new_skool_black_5.png
ffb-client/src/main/resources-live/client.ini,321,sidebar/dice/new_skool_black_6.png
ffb-client/src/main/resources-live/client.ini,326,sidebar/resources/apothecary_38x38.png
ffb-client/src/main/resources-live/client.ini,327,sidebar/resources/bloodweiser_keg_38x38.png
ffb-client/src/main/resources-live/client.ini,328,sidebar/resources/bribe_38x38.png
ffb-client/src/main/resources-live/client.ini,329,sidebar/resources/card_38x38.png
ffb-client/src/main/resources-live/client.ini,330,sidebar/resources/prayer_38x38.png
ffb-client/src/main/resources-live/client.ini,331,sidebar/resources/master_chef_38x38.png
ffb-client/src/main/resources-live/client.ini,332,sidebar/resources/re_roll_38x38.png
ffb-client/src/main/resources-live/client.ini,333,sidebar/resources/igor_38x38.png
ffb-client/src/main/resources-live/client.ini,334,sidebar/resources/wizard_38x38.png
ffb-client/src/main/resources-live/client.ini,335,sidebar/resources/counter_sprite.png
ffb-client/src/main/resources-live/client.ini,336,sidebar/resources/re_roll_argue_38x38.png
ffb-client/src/main/resources-live/client.ini,337,sidebar/resources/biased_ref_38x38.png
ffb-client/src/main/resources-live/client.ini,342,scorebar/fans.png
ffb-client/src/main/resources-live/client.ini,343,scorebar/background_scorebar.png
ffb-client/src/main/resources-live/client.ini,344,scorebar/background_scorebar_square.png
ffb-client/src/main/resources-live/client.ini,345,scorebar/coach_banned_red.png
ffb-client/src/main/resources-live/client.ini,346,scorebar/coach_banned_blue.png
ffb-client/src/main/resources-live/client.ini,347,scorebar/cheering_fans_home_1.png
ffb-client/src/main/resources-live/client.ini,348,scorebar/cheering_fans_home_2.png
ffb-client/src/main/resources-live/client.ini,349,scorebar/cheering_fans_home_3.png
ffb-client/src/main/resources-live/client.ini,350,scorebar/cheering_fans_away_1.png
ffb-client/src/main/resources-live/client.ini,351,scorebar/cheering_fans_away_2.png
ffb-client/src/main/resources-live/client.ini,352,scorebar/cheering_fans_away_3.png
ffb-client/src/main/resources-live/client.ini,357,scorebar/weather/weather_blizzard.png
ffb-client/src/main/resources-live/client.ini,358,scorebar/weather/weather_nice.png
ffb-client/src/main/resources-live/client.ini,359,scorebar/weather/weather_rain.png
ffb-client/src/main/resources-live/client.ini,360,scorebar/weather/weather_sunny.png
ffb-client/src/main/resources-live/client.ini,361,scorebar/weather/weather_heat.png
ffb-client/src/main/resources-live/client.ini,362,scorebar/weather/weather_nice.png
ffb-client/src/main/resources-live/client.ini,367,actions/move.gif
ffb-client/src/main/resources-live/client.ini,368,actions/block.gif
ffb-client/src/main/resources-live/client.ini,369,actions/block.gif
ffb-client/src/main/resources-live/client.ini,370,actions/blitz.gif
ffb-client/src/main/resources-live/client.ini,371,actions/foul.gif
ffb-client/src/main/resources-live/client.ini,372,actions/handover.gif
ffb-client/src/main/resources-live/client.ini,373,actions/pass.gif
ffb-client/src/main/resources-live/client.ini,374,actions/standup.gif
ffb-client/src/main/resources-live/client.ini,375,actions/end.gif
ffb-client/src/main/resources-live/client.ini,376,actions/jump.gif
ffb-client/src/main/resources-live/client.ini,377,actions/stab.gif
ffb-client/src/main/resources-live/client.ini,378,actions/gaze.png
ffb-client/src/main/resources-live/client.ini,379,actions/rangegrid.gif
ffb-client/src/main/resources-live/client.ini,380,actions/hmp.gif
ffb-client/src/main/resources-live/client.ini,381,actions/bomb.gif
ffb-client/src/main/resources-live/client.ini,382,actions/hmp_bomb.gif
ffb-client/src/main/resources-live/client.ini,383,actions/chainsaw.png
ffb-client/src/main/resources-live/client.ini,384,actions/vomit.png
ffb-client/src/main/resources-live/client.ini,385,actions/wotwd.png
ffb-client/src/main/resources-live/client.ini,386,actions/beerbomb.png
ffb-client/src/main/resources-live/client.ini,387,actions/raiding_party.png
ffb-client/src/main/resources-live/client.ini,388,actions/look.png
ffb-client/src/main/resources-live/client.ini,389,actions/baleful.png
ffb-client/src/main/resources-live/client.ini,390,actions/hitandrun.gif
ffb-client/src/main/resources-live/client.ini,391,actions/all_you_can_eat.png
ffb-client/src/main/resources-live/client.ini,392,actions/kick_em_block.png
ffb-client/src/main/resources-live/client.ini,393,actions/kick_em_blitz.png
ffb-client/src/main/resources-live/client.ini,394,actions/catch_of_the_day.png
ffb-client/src/main/resources-live/client.ini,395,actions/breathe_fire.png
ffb-client/src/main/resources-live/client.ini,396,actions/started_blastin.png
ffb-client/src/main/resources-live/client.ini,397,actions/stab.gif
ffb-client/src/main/resources-live/client.ini,398,actions/vicious_vines.gif
ffb-client/src/main/resources-live/client.ini,399,actions/furious_outburst.gif
ffb-client/src/main/resources-live/client.ini,400,actions/secure.png
ffb-client/src/main/resources-live/client.ini,401,actions/chomp.png
ffb-client/src/main/resources-live/client.ini,402,actions/punt.gif
ffb-client/src/main/resources-live/client.ini,403,actions/ill_carry_you.png
ffb-client/src/main/resources-live/client.ini,409,overlays/text.png
ffb-client/src/main/resources-live/client.ini,410,overlays/trash.png
ffb-client/src/main/resources-live/client.ini,411,overlays/trashs.png
ffb-client/src/main/resources-live/client.ini,417,menu/sketch_allowed.png
ffb-client/src/main/resources-live/client.ini,418,menu/sketch_hidden.png
ffb-client/src/main/resources-live/client.ini,419,menu/sketch_prevented.png
ffb-client/src/main/resources-live/client.ini,424,replay/play_forward.gif
ffb-client/src/main/resources-live/client.ini,425,replay/play_forward_selected.gif
ffb-client/src/main/resources-live/client.ini,426,replay/play_forward_active.gif
ffb-client/src/main/resources-live/client.ini,427,replay/play_forward_disabled.png
ffb-client/src/main/resources-live/client.ini,428,replay/fast_forward.gif
ffb-client/src/main/resources-live/client.ini,429,replay/fast_forward_selected.gif
ffb-client/src/main/resources-live/client.ini,430,replay/fast_forward_active.gif
ffb-client/src/main/resources-live/client.ini,431,replay/fast_forward_disabled.png
ffb-client/src/main/resources-live/client.ini,432,replay/skip_forward.gif
ffb-client/src/main/resources-live/client.ini,433,replay/skip_forward_selected.gif
ffb-client/src/main/resources-live/client.ini,434,replay/skip_forward_active.gif
ffb-client/src/main/resources-live/client.ini,435,replay/skip_forward_disabled.png
ffb-client/src/main/resources-live/client.ini,436,replay/play_backward.gif
ffb-client/src/main/resources-live/client.ini,437,replay/play_backward_selected.gif
ffb-client/src/main/resources-live/client.ini,438,replay/play_backward_active.gif
ffb-client/src/main/resources-live/client.ini,439,replay/play_backward_disabled.png
ffb-client/src/main/resources-live/client.ini,440,replay/fast_backward.gif
ffb-client/src/main/resources-live/client.ini,441,replay/fast_backward_selected.gif
ffb-client/src/main/resources-live/client.ini,442,replay/fast_backward_active.gif
ffb-client/src/main/resources-live/client.ini,443,replay/fast_backward_disabled.png
ffb-client/src/main/resources-live/client.ini,444,replay/skip_backward.gif
ffb-client/src/main/resources-live/client.ini,445,replay/skip_backward_selected.gif
ffb-client/src/main/resources-live/client.ini,446,replay/skip_backward_active.gif
ffb-client/src/main/resources-live/client.ini,447,replay/skip_backward_disabled.png
ffb-client/src/main/resources-live/client.ini,448,replay/pause.gif
ffb-client/src/main/resources-live/client.ini,449,replay/pause_selected.gif
ffb-client/src/main/resources-live/client.ini,450,replay/pause_active.gif
ffb-client/src/main/resources-live/client.ini,451,replay/pause_disabled.png
ffb-client/src/main/resources-live/client.ini,456,cursors/curmove.gif
ffb-client/src/main/resources-live/client.ini,457,cursors/curgfi.gif
ffb-client/src/main/resources-live/client.ini,458,cursors/curdodge.gif
ffb-client/src/main/resources-live/client.ini,459,cursors/curgfidodge.gif
ffb-client/src/main/resources-live/client.ini,460,cursors/curblock.gif
ffb-client/src/main/resources-live/client.ini,461,cursors/curinvalidblock.gif
ffb-client/src/main/resources-live/client.ini,462,cursors/curpass.png
