sheet,sample,path,scale
cursors.png,2,ffb-resources/src/main/resources/icons/cursors/curblastin.png,4
cursors.png,3,ffb-resources/src/main/resources/icons/cursors/curblock.gif,4
cursors.png,4,ffb-resources/src/main/resources/icons/cursors/curchomp.png,4
cursors.png,5,ffb-resources/src/main/resources/icons/cursors/curfoul.gif,4
cursors.png,6,ffb-resources/src/main/resources/icons/cursors/curgaze.gif,4
cursors.png,7,ffb-resources/src/main/resources/icons/cursors/curgfi.gif,4
cursors.png,8,ffb-resources/src/main/resources/icons/cursors/curhitandrun.gif,4
cursors.png,9,ffb-resources/src/main/resources/icons/cursors/curinvalidblastin.png,4
cursors.png,10,ffb-resources/src/main/resources/icons/cursors/curinvalidfurious.png,4
cursors.png,11,ffb-resources/src/main/resources/icons/cursors/curinvalidgaze.gif,4
cursors.png,12,ffb-resources/src/main/resources/icons/cursors/curinvalidraid.png,4
cursors.png,13,ffb-resources/src/main/resources/icons/cursors/curmove.gif,4
cursors.png,14,ffb-resources/src/main/resources/icons/cursors/curpunt.png,4
cursors.png,15,ffb-resources/src/main/resources/icons/cursors/curraid.png,4
cursors.png,16,ffb-resources/src/main/resources/icons/cursors/curtrickster.png,4
decorations.png,1,ffb-resources/src/main/resources/icons/decorations/block1d.gif,4
decorations.png,2,ffb-resources/src/main/resources/icons/decorations/block2dagainst.gif,4
decorations.png,3,ffb-resources/src/main/resources/icons/decorations/block3d.gif,4
decorations.png,4,ffb-resources/src/main/resources/icons/decorations/block_away.gif,4
decorations.png,5,ffb-resources/src/main/resources/icons/decorations/bloodlust.png,4
decorations.png,6,ffb-resources/src/main/resources/icons/decorations/checkIcon_blitz.png,4
decorations.png,7,ffb-resources/src/main/resources/icons/decorations/chomped.png,4
decorations.png,8,ffb-resources/src/main/resources/icons/decorations/eye_gouge.png,4
decorations.png,9,ffb-resources/src/main/resources/icons/decorations/holdball.png,4
decorations.png,10,ffb-resources/src/main/resources/icons/decorations/hypnotized.png,4
decorations.png,11,ffb-resources/src/main/resources/icons/decorations/prone.gif,4
decorations.png,12,ffb-resources/src/main/resources/icons/decorations/rooted.png,4
decorations.png,13,ffb-resources/src/main/resources/icons/decorations/rooted_hypnotized.png,4
decorations.png,14,ffb-resources/src/main/resources/icons/decorations/selbomb.png,4
decorations.png,15,ffb-resources/src/main/resources/icons/decorations/smBlock.gif,4
decorations.png,16,ffb-resources/src/main/resources/icons/decorations/target.png,4
emoji.png,1,ffb-resources/src/main/resources/icons/emoji/bothdown.png,1.458
emoji.png,2,ffb-resources/src/main/resources/icons/emoji/emoji_u1f3b2.png,1.944
emoji.png,3,ffb-resources/src/main/resources/icons/emoji/emoji_u1f41e.png,1.944
emoji.png,4,ffb-resources/src/main/resources/icons/emoji/emoji_u1f44e.png,1.944
emoji.png,5,ffb-resources/src/main/resources/icons/emoji/emoji_u1f4a9.png,1.944
emoji.png,6,ffb-resources/src/main/resources/icons/emoji/emoji_u1f601.png,1.944
emoji.png,7,ffb-resources/src/main/resources/icons/emoji/emoji_u1f60d.png,1.944
emoji.png,8,ffb-resources/src/main/resources/icons/emoji/emoji_u1f62d.png,1.944
emoji.png,9,ffb-resources/src/main/resources/icons/emoji/emoji_u1f644.png,1.944
emoji.png,10,ffb-resources/src/main/resources/icons/emoji/emoji_u1f915.png,1.944
emoji.png,11,ffb-resources/src/main/resources/icons/emoji/emoji_u1f928.png,1.944
emoji.png,12,ffb-resources/src/main/resources/icons/emoji/emoji_u1f943.png,1.944
emoji.png,13,ffb-resources/src/main/resources/icons/emoji/emoji_u1fae1.png,1.944
emoji.png,14,ffb-resources/src/main/resources/icons/emoji/emoji_u2620.png,1.944
emoji.png,15,ffb-resources/src/main/resources/icons/emoji/emoji_u2764.png,1.944
emoji.png,16,ffb-resources/src/main/resources/icons/emoji/skull.png,1.458
emoji.png,17,ffb-resources/src/main/resources/icons/emoji/emoji_u1f340.png,1.944
game.png,1,ffb-resources/src/main/resources/icons/game/delete.gif,4
game.png,2,ffb-resources/src/main/resources/icons/game/fireball_30x30.png,4
game.png,3,ffb-resources/src/main/resources/icons/game/lightning_30x30.png,4
game.png,4,ffb-resources/src/main/resources/icons/game/pb_east_filled.gif,4
game.png,5,ffb-resources/src/main/resources/icons/game/pb_northeast.gif,4
game.png,6,ffb-resources/src/main/resources/icons/game/pb_northwest.gif,4
game.png,7,ffb-resources/src/main/resources/icons/game/pb_south_filled.gif,4
game.png,8,ffb-resources/src/main/resources/icons/game/pb_southeast_filled.gif,4
game.png,9,ffb-resources/src/main/resources/icons/game/pb_west.gif,4
game.png,10,ffb-resources/src/main/resources/icons/game/penalty_die1.png,3.684
game.png,11,ffb-resources/src/main/resources/icons/game/penalty_die4.png,3.684
game.png,12,ffb-resources/src/main/resources/icons/game/penalty_die6.png,3.684
game.png,13,ffb-resources/src/main/resources/icons/game/sball_30x30.png,4
game.png,14,ffb-resources/src/main/resources/icons/game/sbomb_30x30.png,4
game.png,15,ffb-resources/src/main/resources/icons/game/tails.gif,2.917
game.png,16,ffb-resources/src/main/resources/icons/game/zap_30x30.png,4
game.png,17,ffb-resources/src/main/resources/icons/game/splash_screen.png,0.258
menu.png,1,ffb-resources/src/main/resources/icons/menu/sketch_allowed.png,4
menu.png,2,ffb-resources/src/main/resources/icons/menu/sketch_hidden.png,4
menu.png,3,ffb-resources/src/main/resources/icons/menu/sketch_prevented.png,4
overlays.png,1,ffb-resources/src/main/resources/icons/overlays/text.png,4
overlays.png,2,ffb-resources/src/main/resources/icons/overlays/trash.png,4
overlays.png,3,ffb-resources/src/main/resources/icons/overlays/trashs.png,4
pitches-archive.png,1,ffb-resources/src/main/resources/icons/cached/pitches/basic.zip!blizzard.png,0.31
pitches-archive.png,2,ffb-resources/src/main/resources/icons/cached/pitches/basic.zip!heat.png,0.31
pitches-archive.png,3,ffb-resources/src/main/resources/icons/cached/pitches/basic.zip!rain.png,0.31
pitches-archive.png,4,ffb-resources/src/main/resources/icons/cached/pitches/basic.zip!sunny.png,0.31
pitches-archive.png,5,ffb-resources/src/main/resources/icons/cached/pitches/blackbox.zip!blizzard.jpg,0.31
pitches-archive.png,6,ffb-resources/src/main/resources/icons/cached/pitches/blackbox.zip!heat.jpg,0.31
pitches-archive.png,7,ffb-resources/src/main/resources/icons/cached/pitches/blackbox.zip!rain.jpg,0.31
pitches-archive.png,8,ffb-resources/src/main/resources/icons/cached/pitches/blackbox.zip!sunny.jpg,0.31
pitches-archive.png,9,ffb-resources/src/main/resources/icons/cached/pitches/default.zip!blizzard.png,0.31
pitches-archive.png,10,ffb-resources/src/main/resources/icons/cached/pitches/default.zip!heat.png,0.31
pitches-archive.png,11,ffb-resources/src/main/resources/icons/cached/pitches/default.zip!rain.png,0.31
pitches-archive.png,12,ffb-resources/src/main/resources/icons/cached/pitches/default.zip!sunny.png,0.31
pitches-archive.png,13,ffb-resources/src/main/resources/icons/cached/pitches/fumbblcup.zip!blizzard.jpg,0.31
pitches-archive.png,14,ffb-resources/src/main/resources/icons/cached/pitches/fumbblcup.zip!heat.jpg,0.31
pitches-archive.png,15,ffb-resources/src/main/resources/icons/cached/pitches/fumbblcup.zip!rain.jpg,0.31
pitches-archive.png,16,ffb-resources/src/main/resources/icons/cached/pitches/fumbblcup.zip!sunny.jpg,0.31
player-sheets.png,1,ffb-resources/src/main/resources/icons/cached/players/iconsets/AkhorneTheSquirrel.png,3.575
player-sheets.png,2,ffb-resources/src/main/resources/icons/cached/players/iconsets/DoomDiverCatapult.png,1.43
player-sheets.png,3,ffb-resources/src/main/resources/icons/cached/players/iconsets/Headsplitter.png,1.882
player-sheets.png,4,ffb-resources/src/main/resources/icons/cached/players/iconsets/LucienSwift.png,2.383
player-sheets.png,5,ffb-resources/src/main/resources/icons/cached/players/iconsets/RumblelowSheepskin.png,1.788
player-sheets.png,6,ffb-resources/src/main/resources/icons/cached/players/iconsets/ZaraTheSlayer.png,2.103
player-sheets.png,7,ffb-resources/src/main/resources/icons/cached/players/iconsets/chaosdwarf_bullcentaurblitzer.png,1.75
player-sheets.png,8,ffb-resources/src/main/resources/icons/cached/players/iconsets/darkelf_darkelflineman.png,0.547
player-sheets.png,9,ffb-resources/src/main/resources/icons/cached/players/iconsets/gnome_alternforesttreeman.png,1.167
player-sheets.png,10,ffb-resources/src/main/resources/icons/cached/players/iconsets/halfling_halflinghefty.png,2.333
player-sheets.png,11,ffb-resources/src/main/resources/icons/cached/players/iconsets/lizardmen_chameleonskink.png,2.333
player-sheets.png,12,ffb-resources/src/main/resources/icons/cached/players/iconsets/ogre_gnoblarlineman.png,0.583
player-sheets.png,13,ffb-resources/src/main/resources/icons/cached/players/iconsets/prohalflings_mootguard.png,2.333
player-sheets.png,14,ffb-resources/src/main/resources/icons/cached/players/iconsets/skink_whiptail.png,2.333
player-sheets.png,15,ffb-resources/src/main/resources/icons/cached/players/iconsets/tombkings_skeletonlineman.png,0.625
player-sheets.png,16,ffb-resources/src/main/resources/icons/cached/players/iconsets/woodelf_wardancer.png,2.5
player-sheets.png,17,ffb-resources/src/main/resources/icons/cached/players/iconsets/prohalflings_halfling.png,0.292
players.png,1,ffb-resources/src/main/resources/icons/players/largeAway.png,4.0
players.png,2,ffb-resources/src/main/resources/icons/players/largeHome.png,4.0
players.png,3,ffb-resources/src/main/resources/icons/players/normalAway.png,4
players.png,4,ffb-resources/src/main/resources/icons/players/normalHome.png,4
players.png,5,ffb-resources/src/main/resources/icons/players/smallAway.png,4
players.png,6,ffb-resources/src/main/resources/icons/players/smallHome.png,4
portraits.png,1,ffb-resources/src/main/resources/icons/cached/players/portraits/AkhorneTheSquirrel.png,0.952
portraits.png,2,ffb-resources/src/main/resources/icons/cached/players/portraits/EldrilSidewinder.png,0.952
portraits.png,3,ffb-resources/src/main/resources/icons/cached/players/portraits/HorkonHeartripper.png,0.952
portraits.png,4,ffb-resources/src/main/resources/icons/cached/players/portraits/MordrixHex.png,0.952
portraits.png,5,ffb-resources/src/main/resources/icons/cached/players/portraits/ThrottlesnotTheImpaler.png,0.952
portraits.png,6,ffb-resources/src/main/resources/icons/cached/players/portraits/blackorc_goblinbruiserlineman.png,0.952
portraits.png,7,ffb-resources/src/main/resources/icons/cached/players/portraits/chaosrenegade_renegadehumanthrower.png,0.952
portraits.png,8,ffb-resources/src/main/resources/icons/cached/players/portraits/eshinadepts_assassin.png,0.952
portraits.png,9,ffb-resources/src/main/resources/icons/cached/players/portraits/goblin_doomdiver.png,0.952
portraits.png,10,ffb-resources/src/main/resources/icons/cached/players/portraits/horrorsoftzeentch_horror.png,0.952
portraits.png,11,ffb-resources/src/main/resources/icons/cached/players/portraits/necromantichorror_zombie.png,0.952
portraits.png,12,ffb-resources/src/main/resources/icons/cached/players/portraits/oldworldalliance_dwarftrollslayer.png,0.952
portraits.png,13,ffb-resources/src/main/resources/icons/cached/players/portraits/pygmy_jaguarwarrior.png,0.952
portraits.png,14,ffb-resources/src/main/resources/icons/cached/players/portraits/skryreslaves_mechavermin.png,0.952
portraits.png,15,ffb-resources/src/main/resources/icons/cached/players/portraits/tombkings_tombguardian.png,0.952
portraits.png,16,ffb-resources/src/main/resources/icons/cached/players/portraits/woodelf_wardancer.png,0.952
replay.png,1,ffb-resources/src/main/resources/icons/replay/fast_backward.gif,4
replay.png,2,ffb-resources/src/main/resources/icons/replay/fast_backward_disabled.png,4
replay.png,3,ffb-resources/src/main/resources/icons/replay/fast_forward.gif,4
replay.png,4,ffb-resources/src/main/resources/icons/replay/fast_forward_active.gif,4
replay.png,5,ffb-resources/src/main/resources/icons/replay/fast_forward_selected.gif,4
replay.png,6,ffb-resources/src/main/resources/icons/replay/pause_active.gif,4
replay.png,7,ffb-resources/src/main/resources/icons/replay/pause_selected.gif,4
replay.png,8,ffb-resources/src/main/resources/icons/replay/play_backward_active.gif,4
replay.png,9,ffb-resources/src/main/resources/icons/replay/play_backward_disabled.png,4
replay.png,10,ffb-resources/src/main/resources/icons/replay/play_forward.gif,4
replay.png,11,ffb-resources/src/main/resources/icons/replay/play_forward_disabled.png,4
replay.png,12,ffb-resources/src/main/resources/icons/replay/skip_backward.gif,4
replay.png,13,ffb-resources/src/main/resources/icons/replay/skip_backward_disabled.png,4
replay.png,14,ffb-resources/src/main/resources/icons/replay/skip_backward_selected.gif,4
replay.png,15,ffb-resources/src/main/resources/icons/replay/skip_forward_active.gif,4
replay.png,16,ffb-resources/src/main/resources/icons/replay/skip_forward_selected.gif,4
scorebar.png,1,ffb-resources/src/main/resources/icons/scorebar/background_scorebar.png,0.366
scorebar.png,2,ffb-resources/src/main/resources/icons/scorebar/background_scorebar_square.png,1.1
scorebar.png,3,ffb-resources/src/main/resources/icons/scorebar/cheering_fans_away_1.png,4
scorebar.png,4,ffb-resources/src/main/resources/icons/scorebar/cheering_fans_away_2.png,4
scorebar.png,5,ffb-resources/src/main/resources/icons/scorebar/cheering_fans_away_3.png,4
scorebar.png,6,ffb-resources/src/main/resources/icons/scorebar/cheering_fans_home_1.png,4
scorebar.png,7,ffb-resources/src/main/resources/icons/scorebar/cheering_fans_home_2.png,4
scorebar.png,8,ffb-resources/src/main/resources/icons/scorebar/cheering_fans_home_3.png,4
scorebar.png,9,ffb-resources/src/main/resources/icons/scorebar/coach_banned_red.png,4
scorebar.png,10,ffb-resources/src/main/resources/icons/scorebar/fans.png,4
scorebar.png,11,ffb-resources/src/main/resources/icons/scorebar/fans_old.png,2.698
scorebar.png,12,ffb-resources/src/main/resources/icons/scorebar/weather/weather_blizzard.png,2.86
scorebar.png,13,ffb-resources/src/main/resources/icons/scorebar/weather/weather_heat.png,2.86
scorebar.png,14,ffb-resources/src/main/resources/icons/scorebar/weather/weather_nice.png,2.86
scorebar.png,15,ffb-resources/src/main/resources/icons/scorebar/weather/weather_rain.png,2.86
scorebar.png,16,ffb-resources/src/main/resources/icons/scorebar/weather/weather_sunny.png,2.86
sidebar.png,1,ffb-resources/src/main/resources/icons/sidebar/background_box.png,0.326
sidebar.png,2,ffb-resources/src/main/resources/icons/sidebar/background_box_buttons_red.png,1.972
sidebar.png,3,ffb-resources/src/main/resources/icons/sidebar/background_player_portrait.png,0.952
sidebar.png,4,ffb-resources/src/main/resources/icons/sidebar/background_resource_red.png,0.833
sidebar.png,5,ffb-resources/src/main/resources/icons/sidebar/box_button.gif,4
sidebar.png,6,ffb-resources/src/main/resources/icons/sidebar/carded_player.png,4
sidebar.png,7,ffb-resources/src/main/resources/icons/sidebar/dice/new_skool_black_2.png,4.0
sidebar.png,8,ffb-resources/src/main/resources/icons/sidebar/dice/new_skool_black_6.png,4.0
sidebar.png,9,ffb-resources/src/main/resources/icons/sidebar/overlay_player_detail_red.png,0.326
sidebar.png,10,ffb-resources/src/main/resources/icons/sidebar/resources/bloodweiser_keg_38x38.png,3.684
sidebar.png,11,ffb-resources/src/main/resources/icons/sidebar/resources/card_38x38.png,3.684
sidebar.png,12,ffb-resources/src/main/resources/icons/sidebar/resources/igor_38x38.png,3.684
sidebar.png,13,ffb-resources/src/main/resources/icons/sidebar/resources/re_roll_38x38.png,3.684
sidebar.png,14,ffb-resources/src/main/resources/icons/sidebar/resources/wizard_38x38.png,3.684
sidebar.png,15,ffb-resources/src/main/resources/icons/sidebar/status_waiting.png,1.538
sidebar.png,16,ffb-resources/src/main/resources/icons/sidebar/turn_button_selected.png,2.0
